Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Director,Production Budgets,Success,actor1,actor2,actor3,genre1,genre2,rating,sentiment,YearMonth,남자 인구수,여자 인구수,총인구수,가계지출,소비지출,비소비지출,ViewCount,LikeCount,Actor1,Actor2,Actor3,Month,GENRE1,GENRE2
프레디의 피자가게,2023-11-15,6960971006,0.003,6960971006,712361,712361,1041,35047,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,엠마 타미,260.0,1.0,조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,공포(호러),스릴러,2.33,41.1,2023.11,25572695.0,25764381.0,51337076.0,2183.0,1895.0,288.0,1421504.0,3733.0,407665.0,712361.0,712361.0,11,0.08,0.25
리바운드,2023-04-05,6707546948,0.003,6707546948,699623,699623,1154,56700,한국,한국,"(주)비에이엔터테인먼트,워크하우스컴퍼니(주)",(주)바른손이앤에이,12세이상관람가,장항준,70.0,0.0,홍성우,나현우,김영훈,드라마,,3.46,65.18,2023.04,25617485.0,25790670.0,51408155.0,1869.0,1625.0,244.0,192211.0,1398.0,699623.0,699623.0,699623.0,4,0.08,
더 마블스,2023-11-08,6841156465,0.003,6841156465,690814,690814,1532,66818,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,니아 다코스타,2860.0,0.0,브리 라슨,테요나 패리스,이만 벨라니,액션,SF,3.1,35.85,2023.11,25572695.0,25764381.0,51337076.0,2183.0,1895.0,288.0,848420.0,2279.0,690814.0,690814.0,690814.0,11,0.08,0.2
귀공자,2023-06-21,6704211465,0.003,6704211465,682856,682856,966,44887,한국,한국,"(주)영화사 금월,(주)스튜디오앤뉴",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,박훈정,100.0,0.0,정예지,김선호,강태주,액션,,3.86,59.72,2023.06,25607244.0,25785501.0,51392745.0,1788.0,1532.0,256.0,570711.0,4710.0,682856.0,682856.0,682856.0,6,0.15,
유령,2023-01-18,6760765879,0.003,6760765879,664146,664146,1099,46961,한국,한국,더램프(주),(주)씨제이이엔,15세이상관람가,이해영,137.0,0.0,설경구,이하늬,박소담,드라마,액션,3.92,76.94,2023.01,25631538.0,25798480.0,51430018.0,2346.0,2064.0,282.0,898212.0,2404.0,550709.0,427898.0,664146.0,1,0.15,0.02
인어공주,2023-05-24,6668613190,0.003,6668613190,647706,647706,1364,37592,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,롭 마샬,3250.0,1.0,멜리사 맥카시,하비에르 바르뎀,아콰피나,뮤지컬,가족,3.33,72.67,2023.05,25612361.0,25788160.0,51400521.0,1979.0,1718.0,261.0,1914119.0,6272.0,647706.0,647706.0,919401.7,5,0.33,1.0
플래시,2023-06-14,6735756989,0.003,6735756989,635269,635269,1258,43343,미국,미국,,워너브러더스 코리아(주),12세이상관람가,안드레스 무시에티,2860.0,0.0,에즈라 밀러,마이클 키튼,,액션,,3.64,73.82,2023.06,25607244.0,25785501.0,51392745.0,1788.0,1532.0,256.0,1897818.0,4932.0,635269.0,635269.0,,6,0.15,
혹성탈출: 새로운 시대,2024-05-08,6220144130,0.002,6220144130,611969,611969,1184,32141,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,웨스 볼,2080.0,0.0,오웬 티그,프레이아 앨런,케빈 두런드,액션,SF,3.39,73.08,2024.05,25536793.0,25740554.0,51277347.0,,,,1295022.0,5326.0,611969.0,611969.0,611969.0,5,0.13,0.2
압꾸정,2022-11-30,5727172661,0.002,5727172661,608639,608639,1229,47410,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,임진순,99.0,0.0,마동석,도희원,정경호,코미디,드라마,2.22,19.6,2022.11,25643889.0,25806940.0,51450829.0,2127.0,1800.0,327.0,1228704.0,1948.0,7994955.7,608639.0,608639.0,11,0.13,0.12
바비,2023-07-19,5760348243,0.002,5760348243,586371,586371,780,27733,미국,미국,,워너브러더스 코리아(주),12세이상관람가,그레타 거,1885.0,1.0,마 로비,라이언 고슬링,아메리카 페레라,기타,,3.33,61.83,2023.07,25603147.0,25783986.0,51387133.0,1821.0,1527.0,294.0,3041504.0,23958.0,400003.0,398387.5,586371.0,7,0.25,
극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,5477045710,0.002,5477045710,581216,581216,809,14101,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,유야마 쿠니히코,180.0,1.0,마츠모 리카,오오타니 이쿠에,이선호,애니메이션,,3.4,55.25,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,99420.0,693.0,581216.0,580667.5,581216.0,6,0.1,
"귀멸의 칼날: 상현집결, 그리 도공 마을로",2023-03-02,6586552900,0.003,6586552900,535969,535969,410,20955,일본,일본,,(주)디스테이션,15세이상관람가,소토자키 하루오,200.0,1.0,하나에 나츠키,키 아카리,시모노 히로,애니메이션,,3.3425,60.9159375,2023.03,25621573.0,25792708.0,51414281.0,1708.0,1484.0,224.0,26922.0,887.0,535969.0,535969.0,535969.0,3,0.07,
3일의 휴가,2023-12-06,4943474917,0.002,4943474917,527831,527831,863,32778,한국,한국,글뫼 주식회사,(주)쇼박스,12세이상관람가,육상효,20.0,1.0,김해숙,신민아,강기영,판타지,드라마,3.2,53.18,2023.12,25565736.0,25759593.0,51325329.0,2301.0,1884.0,417.0,842385.0,791.0,527831.0,527831.0,527831.0,12,0.2,0.08
더 문,2023-08-02,5207712778,0.002,5207712778,516556,516556,1187,30181,한국,한국,"씨제이이엔 스튜디오스 주식회사,블라드스튜디오",(주)씨제이이엔,12세이상관람가,김용화,280.0,0.0,설경구,도경수,박병은,SF,액션,3.6,89.55,2023.08,25596921.0,25780292.0,51377213.0,1874.0,1597.0,277.0,861374.0,17700.0,550709.0,516556.0,516556.0,8,0.2,0.12
고질라 X 콩: 뉴 엠파이어,2024-03-27,5109928603,0.002,5109928603,510254,510254,995,37745,미국,미국,,워너브러더스 코리아(주),12세이상관람가,아담 윈가드,1755.0,1.0,댄 스티븐스,레베카 홀,브라이언 타이리 헨리,액션,어드벤처,3.04,40.82,2024.03,25547370.0,25746564.0,51293934.0,,,,2257236.0,4512.0,510254.0,510254.0,510254.0,3,0.08,0.12
"귀멸의 칼날: 인연의 기적, 그리 합동 강화 훈련으로",2024-02-14,5625264900,0.002,5625264900,497320,497320,393,26054,일본,일본,,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,소토자키 하루오,200.0,1.0,,,,애니메이션,,3.3425,60.9159375,2024.02,25553189.0,25750499.0,51303688.0,,,,2134406.0,12441.0,,,,2,0.05,
명탐정 코난: 할로윈의 신부,2022-07-13,5160153224,0.002,5160153224,495842,495842,758,19672,일본,일본,,(주)씨제이이엔,12세이상관람가,미츠나카 스스무,180.0,1.0,,,,애니메이션,,3.67,72.56,2022.07,25708650.0,25865796.0,51574446.0,1801.0,1504.0,297.0,424019.0,4581.0,,,,7,0.12,
동감,2022-11-16,4755257700,0.002,4755257700,490145,490145,1013,37451,한국,한국,(주)고고스튜디오,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,서은영,30.0,0.0,신기환,여진구,조이현,멜로/로맨스,,3.44,92.56,2022.11,25643889.0,25806940.0,51450829.0,2127.0,1800.0,327.0,971209.0,1236.0,490145.0,490145.0,490145.0,11,0.5,
소년들,2023-11-01,4470423586,0.002,4470423586,471425,471425,1042,43356,한국,한국,"(주)아우라픽처스,(주)씨제이이엔",(주)씨제이이엔,15세이상관람가,정지영,100.0,0.0,설경구,유준상,진경,드라마,범죄,3.38,44.08,2023.11,25572695.0,25764381.0,51337076.0,2183.0,1895.0,288.0,732064.0,650.0,550709.0,471425.0,471425.0,11,0.12,0.08
늑대사냥,2022-09-21,4769650393,0.002,4769650393,458720,458720,1226,39242,한국,한국,"(주)콘텐츠지,(주)영화사채움","TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",청소년관람불가,김홍,130.0,0.0,김세중,서인국,장동윤,액션,범죄,4.5,42.25,2022.09,25653998.0,25812660.0,51466658.0,2097.0,1696.0,401.0,2919678.0,2136.0,458720.0,458720.0,458720.0,9,0.08,0.17
뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,4215596775,0.002,4215596775,451136,451136,748,17949,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"강승훈,윤제완",20.0,1.0,이선,이미자,김현지,애니메이션,,4.1,70.88,2022.07,25708650.0,25865796.0,51574446.0,1801.0,1504.0,297.0,673355.0,845.0,351844.0,351844.0,334020.5,7,0.12,
신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,4129728321,0.002,4129728321,432388,432388,686,17355,한국,한국,(주)씨제이이엔,(주)씨제이이엔,전체관람가,변영규,20.0,1.0,김영은,김채하,신용우,애니메이션,,3.3,54.0,2022.12,25636951.0,25802087.0,51439038.0,2169.0,1802.0,367.0,534721.0,4371.0,432388.0,432388.0,302466.5,12,0.17,
타겟,2023-08-30,4003424694,0.002,4003424694,424916,424916,986,43332,한국,한국,(주)영화사피어나,플러스 엔터테인먼트,15세이상관람가,박희곤,45.0,0.0,신혜선,김성균,임성재,스릴러,,3.78,36.91,2023.08,25596921.0,25780292.0,51377213.0,1874.0,1597.0,277.0,489402.0,701.0,280372.7,424916.0,424916.0,8,0.17,
스위치,2023-01-04,4015064694,0.002,4015064694,422417,422417,912,37589,한국,한국,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,마대윤,48.0,0.0,권상우,오정세,이민정,기타,,3.62,56.5,2023.01,25631538.0,25798480.0,51430018.0,2346.0,2064.0,282.0,364657.0,514.0,422417.0,368051.5,422417.0,1,0.5,
놉,2022-08-17,4710335135,0.002,4710335135,416048,416048,1031,31747,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,조던 필,884.0,1.0,다니엘 칼루야,키키 팰머,스티븐 연,미스터리,공포(호러),3.6,60.8,2022.08,25699579.0,25858862.0,51558441.0,1920.0,1567.0,353.0,1828359.0,3567.0,416048.0,416048.0,416048.0,8,0.1,0.08
서치 2,2023-02-22,4084323024,0.002,4084323024,414598,414598,868,36910,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"니콜라스 D 존슨,윌 메릭",91.0,1.0,스톰 리드,켄 렁,다니엘 헤니,미스터리,스릴러,3.5,60.38,2023.02,25626211.0,25795268.0,51421479.0,1788.0,1500.0,288.0,100937.0,399.0,414598.0,414598.0,414598.0,2,0.3,0.08
리멤버,2022-10-26,3970165717,0.002,3970165717,412836,412836,1189,51986,한국,한국,(주)영화사 월광,(주)에이스메이커무비웍스,15세이상관람가,이일형,50.0,0.0,이성민,남주혁,박근형,드라마,,4.09,63.91,2022.1,25649509.0,25810117.0,51459626.0,1974.0,1646.0,328.0,,,584595.5,412836.0,412836.0,10,0.1,
트롤: 밴드 투게더,2023-12-20,3756959485,0.002,3756959485,407589,407589,845,15172,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,월트 도른,1235.0,0.0,안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,애니메이션,,3.4,75.0,2023.12,25565736.0,25759593.0,51325329.0,2301.0,1884.0,417.0,620151.0,908.0,407589.0,407589.0,407589.0,12,0.17,
인시디어스: 빨간 문,2023-07-19,4096944506,0.002,4096944506,401656,401656,758,18759,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,패트릭 윌슨,208.0,1.0,패트릭 윌슨,타이 심킨스,,공포(호러),,2.69,44.56,2023.07,25603147.0,25783986.0,51387133.0,1821.0,1527.0,294.0,323671.0,1474.0,639834.0,401656.0,,7,0.08,
싱글 인 서울,2023-11-29,3748567012,0.002,3748567012,400651,400651,917,32604,한국,한국,"(주)디씨지플러스,(주)명필름,(주)인사이트필름",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,박범수,45.0,0.0,이동욱,임수정,이솜,멜로/로맨스,코미디,3.13,70.64,2023.11,25572695.0,25764381.0,51337076.0,2183.0,1895.0,288.0,443594.0,1252.0,400651.0,357168.5,1158540.0,11,0.5,0.13
카운트,2023-02-22,3784714091,0.002,3784714091,398542,398542,946,37255,한국,한국,"(주)필름케이,(주)26컴퍼니",(주)씨제이이엔,12세이상관람가,권혁재,50.0,0.0,진선규,김지창,성유빈,드라마,,3.08,63.0,2023.02,25626211.0,25795268.0,51421479.0,1788.0,1500.0,288.0,820588.0,574.0,398542.0,398542.0,398542.0,2,0.08,
뽀로로 극장판 슈퍼스타 대모험,2023-12-13,3533478203,0.001,3533478203,387491,387491,850,18257,한국,한국,(주)오콘,씨제이 씨지브이(CJ CGV)(주),전체관람가,"윤제완,김성민",10.0,1.0,이선,이미자,함수정,애니메이션,,3.7,60.0,2023.12,25565736.0,25759593.0,51325329.0,2301.0,1884.0,417.0,465500.0,1155.0,351844.0,351844.0,387491.0,12,0.17,
상견니,2023-01-25,3817249538,0.002,3817249538,384476,384476,699,34290,대만,대만,,"오드,리바이브콘텐 주식회사,씨제이 씨지브이(CJ CGV)(주)",15세이상관람가,황천인,30.0,1.0,가가연,허광한,시백우,드라마,판타지,4.2,67.33,2023.01,25631538.0,25798480.0,51430018.0,2346.0,2064.0,282.0,184913.0,2479.0,384476.0,384476.0,384476.0,1,0.15,0.4
도그데이즈,2024-02-07,3574759608,0.001,3574759608,368095,368095,847,27553,한국,한국,(주)씨제이이엔,(주)씨제이이엔,12세이상관람가,김덕민,82.0,0.0,윤여정,유해진,김윤진,드라마,,3.12,89.0,2024.02,25553189.0,25750499.0,51303688.0,,,,712166.0,672.0,368095.0,4794673.6,553107.5,2,0.08,
더 넌 2,2023-09-27,3754295273,0.002,3754295273,360743,360743,720,20965,미국,미국,,워너브러더스 코리아(주),15세이상관람가,마이클 차베즈,507.0,1.0,타이사 파미가,보니 아론스,조나스 블로켓,공포(호러),,2.64,33.7,2023.09,25592335.0,25777666.0,51370001.0,2117.0,1772.0,345.0,725589.0,1172.0,360743.0,360743.0,360743.0,9,0.17,
탄생,2022-11-30,3189107816,0.001,3189107816,356229,356229,690,20954,한국,한국,"민영화사,가톨릭문화원 ALMA ART","씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",12세이상관람가,박흥식,150.0,0.0,윤시윤,안성기,윤경호,드라마,,3.88,91.7,2022.11,25643889.0,25806940.0,51450829.0,2127.0,1800.0,327.0,837823.0,1091.0,356229.0,356229.0,628064.0,11,0.12,
인투 더 월드,2024-01-10,3170264916,0.001,3170264916,348438,348438,839,27036,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,벤자민 레너,936.0,1.0,엘리자베스 뱅크스,캐롤 케인,아콰피나,애니메이션,,3.14,62.0,2024.01,25558944.0,25754968.0,51313912.0,,,,338653.0,276.0,348438.0,348438.0,919401.7,1,0.15,
버즈 라이트이어,2022-06-15,3511804460,0.001,3511804460,344774,344774,844,21869,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,앵거스 맥클레인,2600.0,0.0,크리스 에반스,타이카 와이티티,피터 손,애니메이션,액션,3.48,52.42,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,269344.0,1525.0,344774.0,344774.0,344774.0,6,0.1,0.15
웅남이,2023-03-22,2868959071,0.001,2868959071,314241,314241,829,36060,한국,한국,(주)영화사김치,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,박성광,40.0,0.0,박성웅,최민수,오달수,코미디,액션,1.67,25.22,2023.03,25621573.0,25792708.0,51414281.0,1708.0,1484.0,224.0,122607.0,612.0,314241.0,314241.0,314241.0,3,0.13,0.08
